reviewAction,inducteeId,inducteeName,classYear,phraseLabel,phraseQuality,confidence,evidenceCount,sourcePageUrls,existingCountryTags,inferredCountryTags,safeguardStatus,migrationDirection,publicUse
exploratory-place-phrase-review,georgine-welo-2023,Georgine Welo,2023,Serbia including professors,needs-heavy-place-review,0.38,1,https://clevelandinternationalhalloffame.com/georgine-welo/,Serbia,,needs-geography-review,not-inferred,candidate-only
exploratory-place-phrase-review,michael-d-polensek-2023,Michael D. Polensek,2023,Collinwood,needs-heavy-place-review,0.38,1,https://clevelandinternationalhalloffame.com/michael-d-polensek/,Slovenia|Italy,Slovenia|Italy,needs-geography-review,not-inferred,candidate-only
exploratory-place-phrase-review,ambassador-edward-f-crawford-2024,Ambassador Edward F. Crawford,2024,Cork. His grandmother,fragment-or-nonplace-likely,0.38,1,https://clevelandinternationalhalloffame.com/inductees/ambassador-edward-f-crawford/,Ireland,Ireland,needs-geography-review,not-inferred,candidate-only
exploratory-place-phrase-review,ambassador-edward-f-crawford-2024,Ambassador Edward F. Crawford,2024,New Market,needs-heavy-place-review,0.38,1,https://clevelandinternationalhalloffame.com/inductees/ambassador-edward-f-crawford/,Ireland,Ireland,needs-geography-review,not-inferred,candidate-only
exploratory-place-phrase-review,dona-brady-2024,Dona Brady,2024,CSU,needs-heavy-place-review,0.38,1,https://clevelandinternationalhalloffame.com/inductees/dona-brady/,Albania,,needs-geography-review,not-inferred,candidate-only
exploratory-place-phrase-review,dr-eugene-jordan-2024,Dr. Eugene Jordan,2024,Columbus by their widower,fragment-or-nonplace-likely,0.38,1,https://clevelandinternationalhalloffame.com/inductees/dr-eugene-jordan/,United States,United States,needs-geography-review,not-inferred,candidate-only
exploratory-place-phrase-review,erika-puussaar-2024,Erika Puussaar,2024,Estonian Ambassador Kristjan Prikk,needs-heavy-place-review,0.38,1,https://clevelandinternationalhalloffame.com/inductees/erika-puussaar/,Estonia,,needs-geography-review,not-inferred,candidate-only
exploratory-place-phrase-review,johnny-k-wu-2024,Johnny K. Wu,2024,Central America,needs-heavy-place-review,0.38,1,https://clevelandinternationalhalloffame.com/inductees/johnny-k-wu/,China,China,needs-geography-review,not-inferred,candidate-only
exploratory-place-phrase-review,johnny-k-wu-2024,Johnny K. Wu,2024,Hong Kong,needs-heavy-place-review,0.38,1,https://clevelandinternationalhalloffame.com/inductees/johnny-k-wu/,China,China,needs-geography-review,not-inferred,candidate-only
exploratory-place-phrase-review,veronica-dahlberg-2024,Veronica Dahlberg,2024,Canton,needs-heavy-place-review,0.38,1,https://clevelandinternationalhalloffame.com/inductees/veronica-dahlberg/,Hungary|Mexico,,needs-geography-review,not-inferred,candidate-only
exploratory-place-phrase-review,beverly-kerecman-2025,Beverly Kerecman,2025,Japan remained as the,fragment-or-nonplace-likely,0.38,1,https://clevelandinternationalhalloffame.com/beverly-kerecman/,Japan,,needs-geography-review,not-inferred,candidate-only
exploratory-place-phrase-review,branka-malinar-2025,Branka Malinar,2025,Popovec,needs-heavy-place-review,0.38,1,https://clevelandinternationalhalloffame.com/branka-malinar/,Austria|Croatia,,needs-geography-review,not-inferred,candidate-only
exploratory-place-phrase-review,branka-malinar-2025,Branka Malinar,2025,Croatia through Ellis Island,fragment-or-nonplace-likely,0.38,1,https://clevelandinternationalhalloffame.com/branka-malinar/,Austria|Croatia,,needs-geography-review,not-inferred,candidate-only
exploratory-place-phrase-review,mayor-frank-jackson-2025,Mayor Frank Jackson,2025,Max S. Hayes High,fragment-or-nonplace-likely,0.38,1,https://clevelandinternationalhalloffame.com/mayor-frank-jackson/,United States,United States,needs-geography-review,not-inferred,candidate-only
exploratory-place-phrase-review,aklilu-demessie-2026,Aklilu Demessie,2026,Ethiopia for,fragment-or-nonplace-likely,0.38,1,https://clevelandinternationalhalloffame.com/aklilu-demessie/,Ethiopia,,needs-geography-review,not-inferred,candidate-only
exploratory-place-phrase-review,aklilu-demessie-2026,Aklilu Demessie,2026,Menelik High in Addis,fragment-or-nonplace-likely,0.38,1,https://clevelandinternationalhalloffame.com/aklilu-demessie/,Ethiopia,,needs-geography-review,not-inferred,candidate-only
exploratory-place-phrase-review,aklilu-demessie-2026,Aklilu Demessie,2026,Black churches in Cleveland,fragment-or-nonplace-likely,0.38,1,https://clevelandinternationalhalloffame.com/aklilu-demessie/,Ethiopia,,needs-geography-review,not-inferred,candidate-only
exploratory-place-phrase-review,aklilu-demessie-2026,Aklilu Demessie,2026,Bahir Dar now reside,needs-heavy-place-review,0.38,1,https://clevelandinternationalhalloffame.com/aklilu-demessie/,Ethiopia,,needs-geography-review,not-inferred,candidate-only
exploratory-place-phrase-review,aklilu-demessie-2026,Aklilu Demessie,2026,Aklilu Demessie,needs-heavy-place-review,0.38,1,https://clevelandinternationalhalloffame.com/aklilu-demessie/,Ethiopia,,needs-geography-review,not-inferred,candidate-only
exploratory-place-phrase-review,catherine-jorgensen-mccutcheon-2026,Catherine Jorgensen McCutcheon,2026,Tobago,needs-heavy-place-review,0.38,1,https://clevelandinternationalhalloffame.com/catherine-jorgensen-mccutcheon/,Norway,Norway,needs-geography-review,not-inferred,candidate-only
exploratory-place-phrase-review,catherine-jorgensen-mccutcheon-2026,Catherine Jorgensen McCutcheon,2026,Brazil,needs-heavy-place-review,0.38,1,https://clevelandinternationalhalloffame.com/catherine-jorgensen-mccutcheon/,Norway,Norway,needs-geography-review,not-inferred,candidate-only
exploratory-place-phrase-review,lucy-torres-2026,Lucy Torres,2026,Comer,needs-heavy-place-review,0.38,1,https://clevelandinternationalhalloffame.com/lucy-torres/,Puerto Rico,,needs-geography-review,not-inferred,candidate-only
exploratory-place-phrase-review,lucy-torres-2026,Lucy Torres,2026,Juana Col,needs-heavy-place-review,0.38,1,https://clevelandinternationalhalloffame.com/lucy-torres/,Puerto Rico,,needs-geography-review,not-inferred,candidate-only
exploratory-place-phrase-review,lucy-torres-2026,Lucy Torres,2026,Puerto Rico to the,fragment-or-nonplace-likely,0.38,1,https://clevelandinternationalhalloffame.com/lucy-torres/,Puerto Rico,,needs-geography-review,not-inferred,candidate-only
