inducteeId,inducteeName,classYear,roleCandidate,confidence,sourceUrl,sourcePageUrl,width,height,altText,needsRightsReview
atul-mehta-2018,Atul Mehta,2018,portrait-or-person-specific,0.84,https://clevelandinternationalhalloffame.com/wp-content/uploads/2018/06/cihf-cp-anjan-ahtul-mehta.jpg,https://clevelandinternationalhalloffame.com/inductees-asia/atul-mehta/,500,604,Dr. Atul Mehta in the Cleveland International Hall of Fame,true
atul-mehta-2018,Atul Mehta,2018,portrait-or-person-specific,0.84,https://clevelandinternationalhalloffame.com/wp-content/uploads/2018/06/cihf-cp-anjan-22.jpg,https://clevelandinternationalhalloffame.com/inductees-asia/atul-mehta/,500,348,Posing with Dr. Atul Mehta at the Cleveland International Hall of Fame,true
atul-mehta-2018,Atul Mehta,2018,portrait-or-person-specific,0.84,https://clevelandinternationalhalloffame.com/wp-content/uploads/2018/06/cihf-c-chris-mehta.jpg,https://clevelandinternationalhalloffame.com/inductees-asia/atul-mehta/,500,331,MC Chris Tanaka introduces Dr. Atul Mehta,true
atul-mehta-2018,Atul Mehta,2018,portrait-or-person-specific,0.84,https://clevelandinternationalhalloffame.com/wp-content/uploads/2018/03/mehta-atul-500.jpg,https://clevelandinternationalhalloffame.com/inductees-asia/atul-mehta/,500,625,"Dr. Atul C. Mehta, M.D",true
basil-russo-2017,Basil Russo,2017,portrait-or-person-specific,0.84,https://clevelandinternationalhalloffame.com/wp-content/uploads/2017/03/basil-russo-500-240x300.jpg,https://clevelandinternationalhalloffame.com/inductees-europe/basil-russo/,500,625,Basil Russo,true
basil-russo-2017,Basil Russo,2017,portrait-or-person-specific,0.84,https://www.clevelandpeople.com/images/hof/hof-2017/ie-basil-russo-kids3.jpg,https://clevelandinternationalhalloffame.com/inductees-europe/basil-russo/,500,357,Basil Russo and daugher and son-in-law,true
basil-russo-2017,Basil Russo,2017,portrait-or-person-specific,0.84,https://www.clevelandpeople.com/images/hof/hof-2017/ie-basil-russo-kids.jpg,https://clevelandinternationalhalloffame.com/inductees-europe/basil-russo/,500,370,Basil Russo's daughter Gabriella and son-in-law Joseph Rosalina,true
basil-russo-2017,Basil Russo,2017,portrait-or-person-specific,0.84,https://www.clevelandpeople.com/images/hof/hof-2017/ie-basil-russo-kids2.jpg,https://clevelandinternationalhalloffame.com/inductees-europe/basil-russo/,500,374,Basil Russo's daughter Gabriella and son-in-law Joseph Rosalina,true
basil-russo-2017,Basil Russo,2017,portrait-or-person-specific,0.84,https://www.clevelandpeople.com/images/hof/hof-2017/ia-basil-russo-silaw.jpg,https://clevelandinternationalhalloffame.com/inductees-europe/basil-russo/,500,399,Basil Russo son-in-law Joseph Rosalina,true
basil-russo-2017,Basil Russo,2017,portrait-or-person-specific,0.84,https://www.clevelandpeople.com/images/hof/hof-2017/ih-basil-silaw.jpg,https://clevelandinternationalhalloffame.com/inductees-europe/basil-russo/,500,443,Basil Russo son-in-law Joseph Rosalina,true
basil-russo-2017,Basil Russo,2017,portrait-or-person-specific,0.84,https://www.clevelandpeople.com/images/hof/hof-2017/ie-basil-russo-daughter.jpg,https://clevelandinternationalhalloffame.com/inductees-europe/basil-russo/,500,413,Basil Russo and daughter Gabriella,true
basil-russo-2017,Basil Russo,2017,portrait-or-person-specific,0.84,https://www.clevelandpeople.com/images/hof/hof-2017/ih-basil-kids.jpg,https://clevelandinternationalhalloffame.com/inductees-europe/basil-russo/,500,452,Basil Russo and daughter and son-in-law,true
basil-russo-2017,Basil Russo,2017,portrait-or-person-specific,0.84,https://www.clevelandpeople.com/images/hof/hof-2017/ia-basil-russo-1.jpg,https://clevelandinternationalhalloffame.com/inductees-europe/basil-russo/,500,445,Basil Russo giving his acceptance remarks,true
basil-russo-2017,Basil Russo,2017,portrait-or-person-specific,0.84,https://www.clevelandpeople.com/images/hof/hof-2017/ie-basil-russo-1.jpg,https://clevelandinternationalhalloffame.com/inductees-europe/basil-russo/,500,434,Basil Russo giving his acceptance remarks,true
basil-russo-2017,Basil Russo,2017,portrait-or-person-specific,0.84,https://www.clevelandpeople.com/images/hof/hof-2017/ie-basil-russo-2.jpg,https://clevelandinternationalhalloffame.com/inductees-europe/basil-russo/,500,439,Basil Russo giving his acceptance remarks,true
basil-russo-2017,Basil Russo,2017,portrait-or-person-specific,0.84,https://www.clevelandpeople.com/images/hof/hof-2017/pe-basil-russo.jpg,https://clevelandinternationalhalloffame.com/inductees-europe/basil-russo/,500,426,Basil and Pat Russo,true
basil-russo-2017,Basil Russo,2017,portrait-or-person-specific,0.84,https://www.clevelandpeople.com/images/hof/hof-2017/a-mona-craciun-basil.jpg,https://clevelandinternationalhalloffame.com/inductees-europe/basil-russo/,500,299,"Mona Alag, Jim Craciun and Basil Russo",true
basil-russo-2017,Basil Russo,2017,portrait-or-person-specific,0.84,https://www.clevelandpeople.com/images/hof/hof-2017/ie-standing-ovation-1.jpg,https://clevelandinternationalhalloffame.com/inductees-europe/basil-russo/,500,301,Standing Ovation for Basil Russo,true
basil-russo-2017,Basil Russo,2017,portrait-or-person-specific,0.84,https://www.clevelandpeople.com/images/hof/hof-2017/ih-basil-standing-ovation.jpg,https://clevelandinternationalhalloffame.com/inductees-europe/basil-russo/,500,246,Standing Ovation for Basil Russo,true
basil-russo-2017,Basil Russo,2017,portrait-or-person-specific,0.84,https://www.clevelandpeople.com/images/hof/hof-2017/ie-standing-ovation-2.jpg,https://clevelandinternationalhalloffame.com/inductees-europe/basil-russo/,500,295,Standing Ovation for Basil Russo,true
basil-russo-2017,Basil Russo,2017,portrait-or-person-specific,0.84,https://clevelandinternationalhalloffame.com/wp-content/uploads/2017/03/pe-basil-russo.jpg,https://clevelandinternationalhalloffame.com/inductees-europe/basil-russo/,500,426,Basil and Patricia Russo,true
basil-russo-2017,Basil Russo,2017,portrait-or-person-specific,0.84,https://clevelandinternationalhalloffame.com/wp-content/uploads/2017/03/ie-basil-russo-kids3.jpg,https://clevelandinternationalhalloffame.com/inductees-europe/basil-russo/,500,357,Basil Russo with daughter and son-in-law,true
basil-russo-2017,Basil Russo,2017,portrait-or-person-specific,0.84,https://clevelandinternationalhalloffame.com/wp-content/uploads/2017/03/ie-basil-russo-kids2.jpg,https://clevelandinternationalhalloffame.com/inductees-europe/basil-russo/,500,374,Joseph and Gabriella Russo Rosalina,true
basil-russo-2017,Basil Russo,2017,portrait-or-person-specific,0.84,https://clevelandinternationalhalloffame.com/wp-content/uploads/2017/03/ie-basil-russo-kids.jpg,https://clevelandinternationalhalloffame.com/inductees-europe/basil-russo/,500,370,Joseph and Gabriella Russo Rosalina,true
