personAId,personAName,personBId,personBName,evidenceType,confidence,sourcePageUrl,needsReview
mona-alag-2017,Mona Alag,jim-craciun-2017,Jim Craciun,shared-source-page,0.34,https://clevelandinternationalhalloffame.com/induction-class-2017/,true
mona-alag-2017,Mona Alag,wael-khoury-2017,Wael Khoury,shared-source-page,0.34,https://clevelandinternationalhalloffame.com/induction-class-2017/,true
mona-alag-2017,Mona Alag,basil-russo-2017,Basil Russo,shared-source-page,0.34,https://clevelandinternationalhalloffame.com/induction-class-2017/,true
mona-alag-2017,Mona Alag,august-pust-2010,August Pust,shared-source-page,0.34,https://clevelandinternationalhalloffame.com/induction-class-2017/,true
mona-alag-2017,Mona Alag,paul-sciria-2010,Paul Sciria,shared-source-page,0.34,https://clevelandinternationalhalloffame.com/induction-class-2010/,true
mona-alag-2017,Mona Alag,margaret-w-wong-2010,Margaret W. Wong,shared-source-page,0.34,https://clevelandinternationalhalloffame.com/induction-class-2010/,true
mona-alag-2017,Mona Alag,dr-dieu-thuc-do-2010,Dr. Dieu Thuc Do,shared-source-page,0.34,https://clevelandinternationalhalloffame.com/induction-class-2010/,true
mona-alag-2017,Mona Alag,lonnie-mccauley-2010,Lonnie McCauley,shared-source-page,0.34,https://clevelandinternationalhalloffame.com/induction-class-2010/,true
mona-alag-2017,Mona Alag,august-pust-2010,August Pust,shared-source-page,0.34,https://clevelandinternationalhalloffame.com/induction-class-2010/,true
mona-alag-2017,Mona Alag,paramjit-singh-2010,Paramjit Singh,shared-source-page,0.34,https://clevelandinternationalhalloffame.com/induction-class-2010/,true
mona-alag-2017,Mona Alag,leo-weidenthal-2010,Leo Weidenthal,shared-source-page,0.34,https://clevelandinternationalhalloffame.com/induction-class-2010/,true
mona-alag-2017,Mona Alag,dick-russ-2015,Dick Russ,shared-source-page,0.34,https://clevelandinternationalhalloffame.com/induction-class-2010/,true
monte-ahuja-2014,Monte Ahuja,margaret-callander-2014,Margaret Callander,shared-source-page,0.34,https://clevelandinternationalhalloffame.com/induction-class-2014/,true
monte-ahuja-2014,Monte Ahuja,donna-hom-2014,Donna Hom,shared-source-page,0.34,https://clevelandinternationalhalloffame.com/induction-class-2014/,true
monte-ahuja-2014,Monte Ahuja,ernie-mihaly-2014,Ernie Mihaly,shared-source-page,0.34,https://clevelandinternationalhalloffame.com/induction-class-2014/,true
monte-ahuja-2014,Monte Ahuja,eugene-bak-2014,Eugene Bak,shared-source-page,0.34,https://clevelandinternationalhalloffame.com/induction-class-2014/,true
monte-ahuja-2014,Monte Ahuja,jim-foster-2014,Jim Foster,shared-source-page,0.34,https://clevelandinternationalhalloffame.com/induction-class-2014/,true
monte-ahuja-2014,Monte Ahuja,thomas-j-scanlon-2014,Thomas J. Scanlon,shared-source-page,0.34,https://clevelandinternationalhalloffame.com/induction-class-2014/,true
monte-ahuja-2014,Monte Ahuja,dick-pogue-2015,Dick Pogue,shared-source-page,0.34,https://clevelandinternationalhalloffame.com/induction-class-2014/,true
paramjit-singh-2010,Paramjit Singh,leo-weidenthal-2010,Leo Weidenthal,shared-source-page,0.34,https://clevelandinternationalhalloffame.com/induction-class-2010/,true
paramjit-singh-2010,Paramjit Singh,dick-russ-2015,Dick Russ,shared-source-page,0.34,https://clevelandinternationalhalloffame.com/induction-class-2010/,true
pat-dowd-2023,Pat Dowd,ingrida-bublys-2019,Ingrida Bublys,shared-source-page,0.34,https://clevelandinternationalhalloffame.com/induction-class-2010/,true
pat-dowd-2023,Pat Dowd,paul-burik-2019,Paul Burik,shared-source-page,0.34,https://clevelandinternationalhalloffame.com/induction-class-2010/,true
pat-dowd-2023,Pat Dowd,alex-machaskee-2010,Alex Machaskee,shared-source-page,0.34,https://clevelandinternationalhalloffame.com/induction-class-2010/,true
pat-dowd-2023,Pat Dowd,irene-morrow-2010,Irene Morrow,shared-source-page,0.34,https://clevelandinternationalhalloffame.com/induction-class-2010/,true
pat-dowd-2023,Pat Dowd,mona-alag-2017,Mona Alag,shared-source-page,0.34,https://clevelandinternationalhalloffame.com/induction-class-2010/,true
pat-dowd-2023,Pat Dowd,paul-sciria-2010,Paul Sciria,shared-source-page,0.34,https://clevelandinternationalhalloffame.com/induction-class-2010/,true
pat-dowd-2023,Pat Dowd,margaret-w-wong-2010,Margaret W. Wong,shared-source-page,0.34,https://clevelandinternationalhalloffame.com/induction-class-2010/,true
pat-dowd-2023,Pat Dowd,dr-dieu-thuc-do-2010,Dr. Dieu Thuc Do,shared-source-page,0.34,https://clevelandinternationalhalloffame.com/induction-class-2010/,true
pat-dowd-2023,Pat Dowd,lonnie-mccauley-2010,Lonnie McCauley,shared-source-page,0.34,https://clevelandinternationalhalloffame.com/induction-class-2010/,true
pat-dowd-2023,Pat Dowd,august-pust-2010,August Pust,shared-source-page,0.34,https://clevelandinternationalhalloffame.com/induction-class-2010/,true
pat-dowd-2023,Pat Dowd,paramjit-singh-2010,Paramjit Singh,shared-source-page,0.34,https://clevelandinternationalhalloffame.com/induction-class-2010/,true
pat-dowd-2023,Pat Dowd,leo-weidenthal-2010,Leo Weidenthal,shared-source-page,0.34,https://clevelandinternationalhalloffame.com/induction-class-2010/,true
pat-dowd-2023,Pat Dowd,dick-russ-2015,Dick Russ,shared-source-page,0.34,https://clevelandinternationalhalloffame.com/induction-class-2010/,true
paul-burik-2019,Paul Burik,valarie-mccall-2020,Valarie McCall,shared-source-page,0.34,https://clevelandinternationalhalloffame.com/2020-2022-induction-ceremony/,true
paul-burik-2019,Paul Burik,joe-valencic-2020,Joe Valencic,shared-source-page,0.34,https://clevelandinternationalhalloffame.com/2020-2022-induction-ceremony/,true
paul-burik-2019,Paul Burik,anda-cook-2022,Anda Cook,shared-source-page,0.34,https://clevelandinternationalhalloffame.com/2020-2022-induction-ceremony/,true
paul-burik-2019,Paul Burik,carl-robson-2022,Carl Robson,shared-source-page,0.34,https://clevelandinternationalhalloffame.com/2020-2022-induction-ceremony/,true
paul-burik-2019,Paul Burik,may-chen-2020,May Chen,shared-source-page,0.34,https://clevelandinternationalhalloffame.com/2020-2022-induction-ceremony/,true
paul-burik-2019,Paul Burik,victor-ruiz-2022,Victor Ruiz,shared-source-page,0.34,https://clevelandinternationalhalloffame.com/2020-2022-induction-ceremony/,true
paul-burik-2019,Paul Burik,taras-szmagala-2022,Taras Szmagala,shared-source-page,0.34,https://clevelandinternationalhalloffame.com/2020-2022-induction-ceremony/,true
paul-burik-2019,Paul Burik,margaret-lynch-2020,Margaret Lynch,shared-source-page,0.34,https://clevelandinternationalhalloffame.com/2020-2022-induction-ceremony/,true
paul-burik-2019,Paul Burik,ramesh-shah-2020,Ramesh Shah,shared-source-page,0.34,https://clevelandinternationalhalloffame.com/2020-2022-induction-ceremony/,true
paul-burik-2019,Paul Burik,berj-shakarian-2020,Berj Shakarian,shared-source-page,0.34,https://clevelandinternationalhalloffame.com/2020-2022-induction-ceremony/,true
paul-burik-2019,Paul Burik,alex-machaskee-2010,Alex Machaskee,shared-source-page,0.34,https://clevelandinternationalhalloffame.com/2020-2022-induction-ceremony/,true
paul-burik-2019,Paul Burik,margaret-w-wong-2010,Margaret W. Wong,shared-source-page,0.34,https://clevelandinternationalhalloffame.com/2020-2022-induction-ceremony/,true
paul-burik-2019,Paul Burik,aklilu-demessie-2026,Aklilu Demessie,shared-source-page,0.34,https://clevelandinternationalhalloffame.com/2020-2022-induction-ceremony/,true
paul-burik-2019,Paul Burik,alex-machaskee-2010,Alex Machaskee,shared-source-page,0.34,https://clevelandinternationalhalloffame.com/induction-class-2010/,true
paul-burik-2019,Paul Burik,irene-morrow-2010,Irene Morrow,shared-source-page,0.34,https://clevelandinternationalhalloffame.com/induction-class-2010/,true
paul-burik-2019,Paul Burik,mona-alag-2017,Mona Alag,shared-source-page,0.34,https://clevelandinternationalhalloffame.com/induction-class-2010/,true
paul-burik-2019,Paul Burik,paul-sciria-2010,Paul Sciria,shared-source-page,0.34,https://clevelandinternationalhalloffame.com/induction-class-2010/,true
paul-burik-2019,Paul Burik,margaret-w-wong-2010,Margaret W. Wong,shared-source-page,0.34,https://clevelandinternationalhalloffame.com/induction-class-2010/,true
paul-burik-2019,Paul Burik,dr-dieu-thuc-do-2010,Dr. Dieu Thuc Do,shared-source-page,0.34,https://clevelandinternationalhalloffame.com/induction-class-2010/,true
paul-burik-2019,Paul Burik,lonnie-mccauley-2010,Lonnie McCauley,shared-source-page,0.34,https://clevelandinternationalhalloffame.com/induction-class-2010/,true
paul-burik-2019,Paul Burik,august-pust-2010,August Pust,shared-source-page,0.34,https://clevelandinternationalhalloffame.com/induction-class-2010/,true
paul-burik-2019,Paul Burik,paramjit-singh-2010,Paramjit Singh,shared-source-page,0.34,https://clevelandinternationalhalloffame.com/induction-class-2010/,true
paul-burik-2019,Paul Burik,leo-weidenthal-2010,Leo Weidenthal,shared-source-page,0.34,https://clevelandinternationalhalloffame.com/induction-class-2010/,true
paul-burik-2019,Paul Burik,dick-russ-2015,Dick Russ,shared-source-page,0.34,https://clevelandinternationalhalloffame.com/induction-class-2010/,true
paul-sciria-2010,Paul Sciria,margaret-w-wong-2010,Margaret W. Wong,shared-source-page,0.34,https://clevelandinternationalhalloffame.com/induction-class-2010/,true
paul-sciria-2010,Paul Sciria,dr-dieu-thuc-do-2010,Dr. Dieu Thuc Do,shared-source-page,0.34,https://clevelandinternationalhalloffame.com/induction-class-2010/,true
paul-sciria-2010,Paul Sciria,lonnie-mccauley-2010,Lonnie McCauley,shared-source-page,0.34,https://clevelandinternationalhalloffame.com/induction-class-2010/,true
paul-sciria-2010,Paul Sciria,august-pust-2010,August Pust,shared-source-page,0.34,https://clevelandinternationalhalloffame.com/induction-class-2010/,true
paul-sciria-2010,Paul Sciria,paramjit-singh-2010,Paramjit Singh,shared-source-page,0.34,https://clevelandinternationalhalloffame.com/induction-class-2010/,true
paul-sciria-2010,Paul Sciria,leo-weidenthal-2010,Leo Weidenthal,shared-source-page,0.34,https://clevelandinternationalhalloffame.com/induction-class-2010/,true
paul-sciria-2010,Paul Sciria,dick-russ-2015,Dick Russ,shared-source-page,0.34,https://clevelandinternationalhalloffame.com/induction-class-2010/,true
pierre-bejjani-2023,Pierre Bejjani,joyce-mariani-2023,Joyce Mariani,shared-source-page,0.34,https://clevelandinternationalhalloffame.com/2023-induction-ceremony/,true
pierre-bejjani-2023,Pierre Bejjani,sudarshan-sathe-2023,Sudarshan Sathe,shared-source-page,0.34,https://clevelandinternationalhalloffame.com/2023-induction-ceremony/,true
pierre-bejjani-2023,Pierre Bejjani,georgine-welo-2023,Georgine Welo,shared-source-page,0.34,https://clevelandinternationalhalloffame.com/2023-induction-ceremony/,true
pierre-bejjani-2023,Pierre Bejjani,alex-machaskee-2010,Alex Machaskee,shared-source-page,0.34,https://clevelandinternationalhalloffame.com/2023-induction-ceremony/,true
pierre-bejjani-2023,Pierre Bejjani,basil-russo-2017,Basil Russo,shared-source-page,0.34,https://clevelandinternationalhalloffame.com/2023-induction-ceremony/,true
pierre-bejjani-2023,Pierre Bejjani,ray-pianka-2018,Ray Pianka,shared-source-page,0.34,https://clevelandinternationalhalloffame.com/induction-class-2018/,true
pierre-bejjani-2023,Pierre Bejjani,atul-mehta-2018,Atul Mehta,shared-source-page,0.34,https://clevelandinternationalhalloffame.com/induction-class-2018/,true
pierre-bejjani-2023,Pierre Bejjani,sheila-murphy-crawford-2018,Sheila Murphy Crawford,shared-source-page,0.34,https://clevelandinternationalhalloffame.com/induction-class-2018/,true
pierre-bejjani-2023,Pierre Bejjani,sister-alicia-alvarado-2018,Sister Alicia Alvarado,shared-source-page,0.34,https://clevelandinternationalhalloffame.com/induction-class-2018/,true
pierre-bejjani-2023,Pierre Bejjani,shiv-k-aggarwal-2015,Shiv K. Aggarwal,shared-source-page,0.34,https://clevelandinternationalhalloffame.com/induction-class-2015/,true
pierre-bejjani-2023,Pierre Bejjani,richard-a-ganim-2015,Richard A. Ganim,shared-source-page,0.34,https://clevelandinternationalhalloffame.com/induction-class-2015/,true
pierre-bejjani-2023,Pierre Bejjani,steve-mulloy-2015,Steve Mulloy,shared-source-page,0.34,https://clevelandinternationalhalloffame.com/induction-class-2015/,true
pierre-bejjani-2023,Pierre Bejjani,bishop-anthony-pilla-2015,Bishop Anthony Pilla,shared-source-page,0.34,https://clevelandinternationalhalloffame.com/induction-class-2015/,true
pierre-bejjani-2023,Pierre Bejjani,dick-russ-2015,Dick Russ,shared-source-page,0.34,https://clevelandinternationalhalloffame.com/induction-class-2015/,true
pierre-bejjani-2023,Pierre Bejjani,joyce-mariani-2023,Joyce Mariani,shared-source-page,0.34,https://clevelandinternationalhalloffame.com/2023/04/cleveland-international-hall-of-fame-press-release/,true
pierre-bejjani-2023,Pierre Bejjani,sudarshan-sathe-2023,Sudarshan Sathe,shared-source-page,0.34,https://clevelandinternationalhalloffame.com/2023/04/cleveland-international-hall-of-fame-press-release/,true
pierre-bejjani-2023,Pierre Bejjani,georgine-welo-2023,Georgine Welo,shared-source-page,0.34,https://clevelandinternationalhalloffame.com/2023/04/cleveland-international-hall-of-fame-press-release/,true
pierre-bejjani-2023,Pierre Bejjani,alex-machaskee-2010,Alex Machaskee,shared-source-page,0.34,https://clevelandinternationalhalloffame.com/2023/04/cleveland-international-hall-of-fame-press-release/,true
pierre-bejjani-2023,Pierre Bejjani,basil-russo-2017,Basil Russo,shared-source-page,0.34,https://clevelandinternationalhalloffame.com/2023/04/cleveland-international-hall-of-fame-press-release/,true
raj-aggarwal-2025,Raj Aggarwal,david-gilbert-2025,David Gilbert,shared-source-page,0.34,https://clevelandinternationalhalloffame.com/2025-induction-ceremony/,true
raj-aggarwal-2025,Raj Aggarwal,beverly-kerecman-2025,Beverly Kerecman,shared-source-page,0.34,https://clevelandinternationalhalloffame.com/2025-induction-ceremony/,true
raj-aggarwal-2025,Raj Aggarwal,branka-malinar-2025,Branka Malinar,shared-source-page,0.34,https://clevelandinternationalhalloffame.com/2025-induction-ceremony/,true
raj-aggarwal-2025,Raj Aggarwal,svetlana-stolyarova-2025,Svetlana Stolyarova,shared-source-page,0.34,https://clevelandinternationalhalloffame.com/2025-induction-ceremony/,true
ramesh-shah-2020,Ramesh Shah,berj-shakarian-2020,Berj Shakarian,shared-source-page,0.34,https://clevelandinternationalhalloffame.com/2020-2022-induction-ceremony/,true
ramesh-shah-2020,Ramesh Shah,alex-machaskee-2010,Alex Machaskee,shared-source-page,0.34,https://clevelandinternationalhalloffame.com/2020-2022-induction-ceremony/,true
ramesh-shah-2020,Ramesh Shah,margaret-w-wong-2010,Margaret W. Wong,shared-source-page,0.34,https://clevelandinternationalhalloffame.com/2020-2022-induction-ceremony/,true
ramesh-shah-2020,Ramesh Shah,aklilu-demessie-2026,Aklilu Demessie,shared-source-page,0.34,https://clevelandinternationalhalloffame.com/2020-2022-induction-ceremony/,true
ray-pianka-2018,Ray Pianka,atul-mehta-2018,Atul Mehta,shared-source-page,0.34,https://clevelandinternationalhalloffame.com/induction-class-2018/,true
ray-pianka-2018,Ray Pianka,sheila-murphy-crawford-2018,Sheila Murphy Crawford,shared-source-page,0.34,https://clevelandinternationalhalloffame.com/induction-class-2018/,true
ray-pianka-2018,Ray Pianka,sister-alicia-alvarado-2018,Sister Alicia Alvarado,shared-source-page,0.34,https://clevelandinternationalhalloffame.com/induction-class-2018/,true
ray-pianka-2018,Ray Pianka,atul-mehta-2018,Atul Mehta,shared-source-page,0.34,https://clevelandinternationalhalloffame.com/2018-induction/,true
ray-pianka-2018,Ray Pianka,sheila-murphy-crawford-2018,Sheila Murphy Crawford,shared-source-page,0.34,https://clevelandinternationalhalloffame.com/2018-induction/,true
ray-pianka-2018,Ray Pianka,sister-alicia-alvarado-2018,Sister Alicia Alvarado,shared-source-page,0.34,https://clevelandinternationalhalloffame.com/2018-induction/,true
richard-a-ganim-2015,Richard A. Ganim,steve-mulloy-2015,Steve Mulloy,shared-source-page,0.34,https://clevelandinternationalhalloffame.com/induction-class-2015/,true
richard-a-ganim-2015,Richard A. Ganim,bishop-anthony-pilla-2015,Bishop Anthony Pilla,shared-source-page,0.34,https://clevelandinternationalhalloffame.com/induction-class-2015/,true
richard-a-ganim-2015,Richard A. Ganim,dick-russ-2015,Dick Russ,shared-source-page,0.34,https://clevelandinternationalhalloffame.com/induction-class-2015/,true
richard-fleischman-2019,Richard Fleischman,monte-ahuja-2014,Monte Ahuja,shared-source-page,0.34,https://clevelandinternationalhalloffame.com/induction-class-2014/,true
richard-fleischman-2019,Richard Fleischman,margaret-callander-2014,Margaret Callander,shared-source-page,0.34,https://clevelandinternationalhalloffame.com/induction-class-2014/,true
richard-fleischman-2019,Richard Fleischman,donna-hom-2014,Donna Hom,shared-source-page,0.34,https://clevelandinternationalhalloffame.com/induction-class-2014/,true
richard-fleischman-2019,Richard Fleischman,ernie-mihaly-2014,Ernie Mihaly,shared-source-page,0.34,https://clevelandinternationalhalloffame.com/induction-class-2014/,true
richard-fleischman-2019,Richard Fleischman,eugene-bak-2014,Eugene Bak,shared-source-page,0.34,https://clevelandinternationalhalloffame.com/induction-class-2014/,true
richard-fleischman-2019,Richard Fleischman,jim-foster-2014,Jim Foster,shared-source-page,0.34,https://clevelandinternationalhalloffame.com/induction-class-2014/,true
richard-fleischman-2019,Richard Fleischman,thomas-j-scanlon-2014,Thomas J. Scanlon,shared-source-page,0.34,https://clevelandinternationalhalloffame.com/induction-class-2014/,true
richard-fleischman-2019,Richard Fleischman,dick-pogue-2015,Dick Pogue,shared-source-page,0.34,https://clevelandinternationalhalloffame.com/induction-class-2014/,true
robert-j-haas-2010,Robert J. Haas,pat-dowd-2023,Pat Dowd,shared-source-page,0.34,https://clevelandinternationalhalloffame.com/induction-class-2010/,true
robert-j-haas-2010,Robert J. Haas,ingrida-bublys-2019,Ingrida Bublys,shared-source-page,0.34,https://clevelandinternationalhalloffame.com/induction-class-2010/,true
robert-j-haas-2010,Robert J. Haas,paul-burik-2019,Paul Burik,shared-source-page,0.34,https://clevelandinternationalhalloffame.com/induction-class-2010/,true
robert-j-haas-2010,Robert J. Haas,alex-machaskee-2010,Alex Machaskee,shared-source-page,0.34,https://clevelandinternationalhalloffame.com/induction-class-2010/,true
robert-j-haas-2010,Robert J. Haas,irene-morrow-2010,Irene Morrow,shared-source-page,0.34,https://clevelandinternationalhalloffame.com/induction-class-2010/,true
robert-j-haas-2010,Robert J. Haas,mona-alag-2017,Mona Alag,shared-source-page,0.34,https://clevelandinternationalhalloffame.com/induction-class-2010/,true
robert-j-haas-2010,Robert J. Haas,paul-sciria-2010,Paul Sciria,shared-source-page,0.34,https://clevelandinternationalhalloffame.com/induction-class-2010/,true
robert-j-haas-2010,Robert J. Haas,margaret-w-wong-2010,Margaret W. Wong,shared-source-page,0.34,https://clevelandinternationalhalloffame.com/induction-class-2010/,true
robert-j-haas-2010,Robert J. Haas,dr-dieu-thuc-do-2010,Dr. Dieu Thuc Do,shared-source-page,0.34,https://clevelandinternationalhalloffame.com/induction-class-2010/,true
robert-j-haas-2010,Robert J. Haas,lonnie-mccauley-2010,Lonnie McCauley,shared-source-page,0.34,https://clevelandinternationalhalloffame.com/induction-class-2010/,true
robert-j-haas-2010,Robert J. Haas,august-pust-2010,August Pust,shared-source-page,0.34,https://clevelandinternationalhalloffame.com/induction-class-2010/,true
robert-j-haas-2010,Robert J. Haas,paramjit-singh-2010,Paramjit Singh,shared-source-page,0.34,https://clevelandinternationalhalloffame.com/induction-class-2010/,true
robert-j-haas-2010,Robert J. Haas,leo-weidenthal-2010,Leo Weidenthal,shared-source-page,0.34,https://clevelandinternationalhalloffame.com/induction-class-2010/,true
robert-j-haas-2010,Robert J. Haas,dick-russ-2015,Dick Russ,shared-source-page,0.34,https://clevelandinternationalhalloffame.com/induction-class-2010/,true
sheila-murphy-crawford-2018,Sheila Murphy Crawford,sister-alicia-alvarado-2018,Sister Alicia Alvarado,shared-source-page,0.34,https://clevelandinternationalhalloffame.com/induction-class-2018/,true
sheila-murphy-crawford-2018,Sheila Murphy Crawford,sister-alicia-alvarado-2018,Sister Alicia Alvarado,shared-source-page,0.34,https://clevelandinternationalhalloffame.com/2018-induction/,true
shiv-k-aggarwal-2015,Shiv K. Aggarwal,richard-a-ganim-2015,Richard A. Ganim,shared-source-page,0.34,https://clevelandinternationalhalloffame.com/induction-class-2015/,true
shiv-k-aggarwal-2015,Shiv K. Aggarwal,steve-mulloy-2015,Steve Mulloy,shared-source-page,0.34,https://clevelandinternationalhalloffame.com/induction-class-2015/,true
shiv-k-aggarwal-2015,Shiv K. Aggarwal,bishop-anthony-pilla-2015,Bishop Anthony Pilla,shared-source-page,0.34,https://clevelandinternationalhalloffame.com/induction-class-2015/,true
shiv-k-aggarwal-2015,Shiv K. Aggarwal,dick-russ-2015,Dick Russ,shared-source-page,0.34,https://clevelandinternationalhalloffame.com/induction-class-2015/,true
steve-mulloy-2015,Steve Mulloy,bishop-anthony-pilla-2015,Bishop Anthony Pilla,shared-source-page,0.34,https://clevelandinternationalhalloffame.com/induction-class-2015/,true
steve-mulloy-2015,Steve Mulloy,dick-russ-2015,Dick Russ,shared-source-page,0.34,https://clevelandinternationalhalloffame.com/induction-class-2015/,true
steve-mulloy-2015,Steve Mulloy,bishop-anthony-pilla-2015,Bishop Anthony Pilla,shared-source-page,0.34,https://clevelandinternationalhalloffame.com/2015/07/cleveland-international-hall-of-fame-at-givecamp/,true
steve-mulloy-2015,Steve Mulloy,dick-pogue-2015,Dick Pogue,shared-source-page,0.34,https://clevelandinternationalhalloffame.com/2015/07/cleveland-international-hall-of-fame-at-givecamp/,true
steve-mulloy-2015,Steve Mulloy,dick-russ-2015,Dick Russ,shared-source-page,0.34,https://clevelandinternationalhalloffame.com/2015/07/cleveland-international-hall-of-fame-at-givecamp/,true
steve-mulloy-2015,Steve Mulloy,honorable-jose-a-villanueva-2015,Honorable José A. Villanueva,shared-source-page,0.34,https://clevelandinternationalhalloffame.com/2015/07/cleveland-international-hall-of-fame-at-givecamp/,true
sudarshan-sathe-2023,Sudarshan Sathe,georgine-welo-2023,Georgine Welo,shared-source-page,0.34,https://clevelandinternationalhalloffame.com/2023-induction-ceremony/,true
sudarshan-sathe-2023,Sudarshan Sathe,alex-machaskee-2010,Alex Machaskee,shared-source-page,0.34,https://clevelandinternationalhalloffame.com/2023-induction-ceremony/,true
sudarshan-sathe-2023,Sudarshan Sathe,basil-russo-2017,Basil Russo,shared-source-page,0.34,https://clevelandinternationalhalloffame.com/2023-induction-ceremony/,true
sudarshan-sathe-2023,Sudarshan Sathe,paul-burik-2019,Paul Burik,shared-source-page,0.34,https://clevelandinternationalhalloffame.com/2020-2022-induction-ceremony/,true
sudarshan-sathe-2023,Sudarshan Sathe,valarie-mccall-2020,Valarie McCall,shared-source-page,0.34,https://clevelandinternationalhalloffame.com/2020-2022-induction-ceremony/,true
sudarshan-sathe-2023,Sudarshan Sathe,joe-valencic-2020,Joe Valencic,shared-source-page,0.34,https://clevelandinternationalhalloffame.com/2020-2022-induction-ceremony/,true
sudarshan-sathe-2023,Sudarshan Sathe,anda-cook-2022,Anda Cook,shared-source-page,0.34,https://clevelandinternationalhalloffame.com/2020-2022-induction-ceremony/,true
sudarshan-sathe-2023,Sudarshan Sathe,carl-robson-2022,Carl Robson,shared-source-page,0.34,https://clevelandinternationalhalloffame.com/2020-2022-induction-ceremony/,true
sudarshan-sathe-2023,Sudarshan Sathe,may-chen-2020,May Chen,shared-source-page,0.34,https://clevelandinternationalhalloffame.com/2020-2022-induction-ceremony/,true
sudarshan-sathe-2023,Sudarshan Sathe,victor-ruiz-2022,Victor Ruiz,shared-source-page,0.34,https://clevelandinternationalhalloffame.com/2020-2022-induction-ceremony/,true
sudarshan-sathe-2023,Sudarshan Sathe,taras-szmagala-2022,Taras Szmagala,shared-source-page,0.34,https://clevelandinternationalhalloffame.com/2020-2022-induction-ceremony/,true
sudarshan-sathe-2023,Sudarshan Sathe,margaret-lynch-2020,Margaret Lynch,shared-source-page,0.34,https://clevelandinternationalhalloffame.com/2020-2022-induction-ceremony/,true
sudarshan-sathe-2023,Sudarshan Sathe,ramesh-shah-2020,Ramesh Shah,shared-source-page,0.34,https://clevelandinternationalhalloffame.com/2020-2022-induction-ceremony/,true
sudarshan-sathe-2023,Sudarshan Sathe,berj-shakarian-2020,Berj Shakarian,shared-source-page,0.34,https://clevelandinternationalhalloffame.com/2020-2022-induction-ceremony/,true
sudarshan-sathe-2023,Sudarshan Sathe,alex-machaskee-2010,Alex Machaskee,shared-source-page,0.34,https://clevelandinternationalhalloffame.com/2020-2022-induction-ceremony/,true
sudarshan-sathe-2023,Sudarshan Sathe,margaret-w-wong-2010,Margaret W. Wong,shared-source-page,0.34,https://clevelandinternationalhalloffame.com/2020-2022-induction-ceremony/,true
sudarshan-sathe-2023,Sudarshan Sathe,aklilu-demessie-2026,Aklilu Demessie,shared-source-page,0.34,https://clevelandinternationalhalloffame.com/2020-2022-induction-ceremony/,true
sudarshan-sathe-2023,Sudarshan Sathe,mona-alag-2017,Mona Alag,shared-source-page,0.34,https://clevelandinternationalhalloffame.com/induction-class-2017/,true
sudarshan-sathe-2023,Sudarshan Sathe,jim-craciun-2017,Jim Craciun,shared-source-page,0.34,https://clevelandinternationalhalloffame.com/induction-class-2017/,true
sudarshan-sathe-2023,Sudarshan Sathe,wael-khoury-2017,Wael Khoury,shared-source-page,0.34,https://clevelandinternationalhalloffame.com/induction-class-2017/,true
sudarshan-sathe-2023,Sudarshan Sathe,basil-russo-2017,Basil Russo,shared-source-page,0.34,https://clevelandinternationalhalloffame.com/induction-class-2017/,true
sudarshan-sathe-2023,Sudarshan Sathe,august-pust-2010,August Pust,shared-source-page,0.34,https://clevelandinternationalhalloffame.com/induction-class-2017/,true
sudarshan-sathe-2023,Sudarshan Sathe,georgine-welo-2023,Georgine Welo,shared-source-page,0.34,https://clevelandinternationalhalloffame.com/2023/04/cleveland-international-hall-of-fame-press-release/,true
sudarshan-sathe-2023,Sudarshan Sathe,alex-machaskee-2010,Alex Machaskee,shared-source-page,0.34,https://clevelandinternationalhalloffame.com/2023/04/cleveland-international-hall-of-fame-press-release/,true
sudarshan-sathe-2023,Sudarshan Sathe,basil-russo-2017,Basil Russo,shared-source-page,0.34,https://clevelandinternationalhalloffame.com/2023/04/cleveland-international-hall-of-fame-press-release/,true
taras-szmagala-2022,Taras Szmagala,margaret-lynch-2020,Margaret Lynch,shared-source-page,0.34,https://clevelandinternationalhalloffame.com/2020-2022-induction-ceremony/,true
taras-szmagala-2022,Taras Szmagala,ramesh-shah-2020,Ramesh Shah,shared-source-page,0.34,https://clevelandinternationalhalloffame.com/2020-2022-induction-ceremony/,true
taras-szmagala-2022,Taras Szmagala,berj-shakarian-2020,Berj Shakarian,shared-source-page,0.34,https://clevelandinternationalhalloffame.com/2020-2022-induction-ceremony/,true
taras-szmagala-2022,Taras Szmagala,alex-machaskee-2010,Alex Machaskee,shared-source-page,0.34,https://clevelandinternationalhalloffame.com/2020-2022-induction-ceremony/,true
taras-szmagala-2022,Taras Szmagala,margaret-w-wong-2010,Margaret W. Wong,shared-source-page,0.34,https://clevelandinternationalhalloffame.com/2020-2022-induction-ceremony/,true
taras-szmagala-2022,Taras Szmagala,aklilu-demessie-2026,Aklilu Demessie,shared-source-page,0.34,https://clevelandinternationalhalloffame.com/2020-2022-induction-ceremony/,true
thomas-j-scanlon-2014,Thomas J. Scanlon,dick-pogue-2015,Dick Pogue,shared-source-page,0.34,https://clevelandinternationalhalloffame.com/induction-class-2014/,true
tony-petkovsek-2011,Tony Petkovsek,albert-b-ratner-2011,Albert B. Ratner,shared-source-page,0.34,https://clevelandinternationalhalloffame.com/induction-class-2011/,true
