personAId,personAName,personBId,personBName,evidenceType,confidence,sourcePageUrl,needsReview
tony-petkovsek-2011,Tony Petkovsek,lucretia-stoica-2011,Lucretia Stoica,shared-source-page,0.34,https://clevelandinternationalhalloffame.com/induction-class-2011/,true
tony-petkovsek-2011,Tony Petkovsek,luis-martinez-2011,Luis Martinez,shared-source-page,0.34,https://clevelandinternationalhalloffame.com/induction-class-2011/,true
tony-petkovsek-2011,Tony Petkovsek,gerald-m-quinn-2011,Gerald M. Quinn,shared-source-page,0.34,https://clevelandinternationalhalloffame.com/induction-class-2011/,true
tony-petkovsek-2011,Tony Petkovsek,giahoa-ryan-2011,Giahoa Ryan,shared-source-page,0.34,https://clevelandinternationalhalloffame.com/induction-class-2011/,true
tony-petkovsek-2011,Tony Petkovsek,ken-kovach-2012,Ken Kovach,shared-source-page,0.34,https://clevelandinternationalhalloffame.com/induction-class-2011/,true
valarie-mccall-2020,Valarie McCall,andy-chakalis-2026,Andy Chakalis,shared-source-page,0.34,https://clevelandinternationalhalloffame.com/2026-class-and-inductions/,true
valarie-mccall-2020,Valarie McCall,aklilu-demessie-2026,Aklilu Demessie,shared-source-page,0.34,https://clevelandinternationalhalloffame.com/2026-class-and-inductions/,true
valarie-mccall-2020,Valarie McCall,andy-fedynsky-2026,Andy Fedynsky,shared-source-page,0.34,https://clevelandinternationalhalloffame.com/2026-class-and-inductions/,true
valarie-mccall-2020,Valarie McCall,catherine-jorgensen-mccutcheon-2026,Catherine Jorgensen McCutcheon,shared-source-page,0.34,https://clevelandinternationalhalloffame.com/2026-class-and-inductions/,true
valarie-mccall-2020,Valarie McCall,le-nguyen-2026,Le Nguyen,shared-source-page,0.34,https://clevelandinternationalhalloffame.com/2026-class-and-inductions/,true
valarie-mccall-2020,Valarie McCall,lucy-torres-2026,Lucy Torres,shared-source-page,0.34,https://clevelandinternationalhalloffame.com/2026-class-and-inductions/,true
valarie-mccall-2020,Valarie McCall,joe-valencic-2020,Joe Valencic,shared-source-page,0.34,https://clevelandinternationalhalloffame.com/2020-2022-induction-ceremony/,true
valarie-mccall-2020,Valarie McCall,anda-cook-2022,Anda Cook,shared-source-page,0.34,https://clevelandinternationalhalloffame.com/2020-2022-induction-ceremony/,true
valarie-mccall-2020,Valarie McCall,carl-robson-2022,Carl Robson,shared-source-page,0.34,https://clevelandinternationalhalloffame.com/2020-2022-induction-ceremony/,true
valarie-mccall-2020,Valarie McCall,may-chen-2020,May Chen,shared-source-page,0.34,https://clevelandinternationalhalloffame.com/2020-2022-induction-ceremony/,true
valarie-mccall-2020,Valarie McCall,victor-ruiz-2022,Victor Ruiz,shared-source-page,0.34,https://clevelandinternationalhalloffame.com/2020-2022-induction-ceremony/,true
valarie-mccall-2020,Valarie McCall,taras-szmagala-2022,Taras Szmagala,shared-source-page,0.34,https://clevelandinternationalhalloffame.com/2020-2022-induction-ceremony/,true
valarie-mccall-2020,Valarie McCall,margaret-lynch-2020,Margaret Lynch,shared-source-page,0.34,https://clevelandinternationalhalloffame.com/2020-2022-induction-ceremony/,true
valarie-mccall-2020,Valarie McCall,ramesh-shah-2020,Ramesh Shah,shared-source-page,0.34,https://clevelandinternationalhalloffame.com/2020-2022-induction-ceremony/,true
valarie-mccall-2020,Valarie McCall,berj-shakarian-2020,Berj Shakarian,shared-source-page,0.34,https://clevelandinternationalhalloffame.com/2020-2022-induction-ceremony/,true
valarie-mccall-2020,Valarie McCall,alex-machaskee-2010,Alex Machaskee,shared-source-page,0.34,https://clevelandinternationalhalloffame.com/2020-2022-induction-ceremony/,true
valarie-mccall-2020,Valarie McCall,margaret-w-wong-2010,Margaret W. Wong,shared-source-page,0.34,https://clevelandinternationalhalloffame.com/2020-2022-induction-ceremony/,true
valarie-mccall-2020,Valarie McCall,aklilu-demessie-2026,Aklilu Demessie,shared-source-page,0.34,https://clevelandinternationalhalloffame.com/2020-2022-induction-ceremony/,true
veronica-dahlberg-2024,Veronica Dahlberg,dona-brady-2024,Dona Brady,shared-source-page,0.34,https://clevelandinternationalhalloffame.com/2024-inductions/,true
veronica-dahlberg-2024,Veronica Dahlberg,johnny-k-wu-2024,Johnny K. Wu,shared-source-page,0.34,https://clevelandinternationalhalloffame.com/2024-inductions/,true
veronica-dahlberg-2024,Veronica Dahlberg,dona-brady-2024,Dona Brady,shared-source-page,0.34,https://clevelandinternationalhalloffame.com/induction-event-info/,true
victor-ruiz-2022,Victor Ruiz,taras-szmagala-2022,Taras Szmagala,shared-source-page,0.34,https://clevelandinternationalhalloffame.com/2020-2022-induction-ceremony/,true
victor-ruiz-2022,Victor Ruiz,margaret-lynch-2020,Margaret Lynch,shared-source-page,0.34,https://clevelandinternationalhalloffame.com/2020-2022-induction-ceremony/,true
victor-ruiz-2022,Victor Ruiz,ramesh-shah-2020,Ramesh Shah,shared-source-page,0.34,https://clevelandinternationalhalloffame.com/2020-2022-induction-ceremony/,true
victor-ruiz-2022,Victor Ruiz,berj-shakarian-2020,Berj Shakarian,shared-source-page,0.34,https://clevelandinternationalhalloffame.com/2020-2022-induction-ceremony/,true
victor-ruiz-2022,Victor Ruiz,alex-machaskee-2010,Alex Machaskee,shared-source-page,0.34,https://clevelandinternationalhalloffame.com/2020-2022-induction-ceremony/,true
victor-ruiz-2022,Victor Ruiz,margaret-w-wong-2010,Margaret W. Wong,shared-source-page,0.34,https://clevelandinternationalhalloffame.com/2020-2022-induction-ceremony/,true
victor-ruiz-2022,Victor Ruiz,aklilu-demessie-2026,Aklilu Demessie,shared-source-page,0.34,https://clevelandinternationalhalloffame.com/2020-2022-induction-ceremony/,true
vijaya-l-emani-2011,Vijaya L. Emani,tony-petkovsek-2011,Tony Petkovsek,shared-source-page,0.34,https://clevelandinternationalhalloffame.com/induction-class-2011/,true
vijaya-l-emani-2011,Vijaya L. Emani,albert-b-ratner-2011,Albert B. Ratner,shared-source-page,0.34,https://clevelandinternationalhalloffame.com/induction-class-2011/,true
vijaya-l-emani-2011,Vijaya L. Emani,lucretia-stoica-2011,Lucretia Stoica,shared-source-page,0.34,https://clevelandinternationalhalloffame.com/induction-class-2011/,true
vijaya-l-emani-2011,Vijaya L. Emani,luis-martinez-2011,Luis Martinez,shared-source-page,0.34,https://clevelandinternationalhalloffame.com/induction-class-2011/,true
vijaya-l-emani-2011,Vijaya L. Emani,gerald-m-quinn-2011,Gerald M. Quinn,shared-source-page,0.34,https://clevelandinternationalhalloffame.com/induction-class-2011/,true
vijaya-l-emani-2011,Vijaya L. Emani,giahoa-ryan-2011,Giahoa Ryan,shared-source-page,0.34,https://clevelandinternationalhalloffame.com/induction-class-2011/,true
vijaya-l-emani-2011,Vijaya L. Emani,ken-kovach-2012,Ken Kovach,shared-source-page,0.34,https://clevelandinternationalhalloffame.com/induction-class-2011/,true
vladimir-rus-2012,Vladimir Rus,jack-kahl-2016,Jack Kahl,shared-source-page,0.34,https://clevelandinternationalhalloffame.com/induction-class-2012/,true
vladimir-rus-2012,Vladimir Rus,dick-russ-2015,Dick Russ,shared-source-page,0.34,https://clevelandinternationalhalloffame.com/induction-class-2012/,true
wael-khoury-2017,Wael Khoury,basil-russo-2017,Basil Russo,shared-source-page,0.34,https://clevelandinternationalhalloffame.com/induction-class-2017/,true
wael-khoury-2017,Wael Khoury,august-pust-2010,August Pust,shared-source-page,0.34,https://clevelandinternationalhalloffame.com/induction-class-2017/,true
wael-khoury-2017,Wael Khoury,milton-maltz-2012,Milton Maltz,shared-source-page,0.34,https://clevelandinternationalhalloffame.com/induction-class-2012/,true
wael-khoury-2017,Wael Khoury,dr-jaya-shah-2012,Dr. Jaya Shah,shared-source-page,0.34,https://clevelandinternationalhalloffame.com/induction-class-2012/,true
wael-khoury-2017,Wael Khoury,ken-kovach-2012,Ken Kovach,shared-source-page,0.34,https://clevelandinternationalhalloffame.com/induction-class-2012/,true
wael-khoury-2017,Wael Khoury,vladimir-rus-2012,Vladimir Rus,shared-source-page,0.34,https://clevelandinternationalhalloffame.com/induction-class-2012/,true
wael-khoury-2017,Wael Khoury,jack-kahl-2016,Jack Kahl,shared-source-page,0.34,https://clevelandinternationalhalloffame.com/induction-class-2012/,true
wael-khoury-2017,Wael Khoury,dick-russ-2015,Dick Russ,shared-source-page,0.34,https://clevelandinternationalhalloffame.com/induction-class-2012/,true
