name,class_year,region,profile_url,inducted_by,primary_image_url,image_urls,video_urls,youtube_video_ids,local_video_paths,local_image_paths,bio_text
Jeanette Grasselli Brown,2010,Europe,https://clevelandinternationalhalloffame.com/jeanette-grasselli-brown-2010/,Edith Lauer,https://clevelandinternationalhalloffame.com/wp-content/uploads/2015/07/jenny-brown-10.jpg,http://clevelandinternationalhalloffame.com/wp-content/uploads/2015/07/Cle_Int_HoF-lo-300x173.png|http://clevelandinternationalhalloffame.com/wp-content/uploads/2015/07/facebook.png|http://clevelandinternationalhalloffame.com/wp-content/uploads/2015/07/twitter.png|http://clevelandinternationalhalloffame.com/wp-content/uploads/2015/07/youtube.png|https://clevelandinternationalhalloffame.com/wp-content/uploads/2015/07/jenny-brown-10.jpg|http://clevelandinternationalhalloffame.com/wp-content/uploads/2015/07/youtube-fix.png,https://www.youtube.com/results?search_query=Cleveland+International+Hall+of+Fame,,,,"Jeanette Grasselli Brown Jeanette Grasselli Brown spent 38 years in industrial research, retiring in 1989 as Director of Corporate Research for BP America (formerly The Standard Oil Co.), From 1989 to 1995 she served as Distinguished Visiting Professor and Director, Research Enhancement at Ohio University, Athens, Ohio. In 1995 she was appointed by Governor Voinovich to the Ohio Board of Regents, the coordinating body for all higher education in the State of Ohio. She was reappointed by Governor Taft in 1999 and she is a past Chair of the Board. She was Vice Chair of the Governor’s Commission on Teacher Success in 2002. Jeanette Grasselli Brown received her B.S. degree from Ohio University and her M.S. in Chemistry from Case Western Reserve University. She holds 13 Honorary degrees, including the most recent from the University of Pecs in Hungary. She has 1 patent, 80 publications and 9 books in the field of infrared and Raman spectroscopy. She was Editor of the international journal, Vibrational Spectroscopy from 1989-1995. Her areas of expertise include industrial problem solving using vibrational spectroscopy, combined instrumental techniques, computerized spectroscopy, process analysis and control, and environmental spectroscopy. She is a member of Phi Beta Kappa and is a Fellow of the American Association for the Advancement of Science. Her civic involvements include the Boards of the Cleveland Hungarian Development Panel, the Cleveland Orchestra, the Great Lakes Science Center (past Chair, Board), the Cleveland Clinic Foundation (co-chair, Neurological Institute Board), Friends of EPrep school, the Holden Arboretum, Martha Holden Jennings Foundation, Musical Arts Assoc of the Cleveland Orchestra, One Community (co-chair, Board), IdeaStream (past Chair, Board) the Cleveland Scholarship Programs, Inc. (past Chair, Board), and the Northeastern Ohio Science and Engineering Fair (Vice Pres, Board). She was Co-Chair of the INTEL International Science & Engineering Fair which was held in Cleveland in May, 2003. She has been a Director on the Board of 6 Fortune 500 corporations and has served on the White House Joint High Level Advisory Panel for assessing US/Japan science and technology. She has been Chair of the U.S. National Committee for IUPAC, national President of the Society for Applied Spectroscopy and national Chair of the Analytical Division of the American Chemical Society. She has received the Garvan Medal as the outstanding woman chemist in the United States from the American Chemical Society, was the first woman inducted into the Ohio Science and Technology Hall of Fame, and is in the Ohio Women’s Hall of Fame. In 1985 she was selected as one of the Foremost Women of the Twentieth Century and in 2002 she was selected as an International Scientist of the Year. In 2002 she received the National Ellis Island Medal of Honor for her work with the Hungarian community in Cleveland. In 2004 she received the Great American Award from the Stan Hywet Foundation and she was selected for the book “Ohio 200 years, 200 Women: Ohio’s First and Finest”. In 2006 she received the In Tribute to Public Service Award from Cleveland State University’s Maxine Levin College of Urban Affairs."
Robert J. Haas,2010,Europe,https://clevelandinternationalhalloffame.com/robert-j-haas-2010/,Dr. Joe Wendel,https://clevelandinternationalhalloffame.com/wp-content/uploads/2015/07/bob-haas-101.png,http://clevelandinternationalhalloffame.com/wp-content/uploads/2015/07/Cle_Int_HoF-lo-300x173.png|http://clevelandinternationalhalloffame.com/wp-content/uploads/2015/07/facebook.png|http://clevelandinternationalhalloffame.com/wp-content/uploads/2015/07/twitter.png|http://clevelandinternationalhalloffame.com/wp-content/uploads/2015/07/youtube.png|https://clevelandinternationalhalloffame.com/wp-content/uploads/2015/07/bob-haas-101.png|http://clevelandinternationalhalloffame.com/wp-content/uploads/2015/07/youtube-fix.png,https://www.youtube.com/results?search_query=Cleveland+International+Hall+of+Fame,,,,"Robert J. Haas Robert (Bob) Haas was born and raised on Cleveland’s west side. Married for 17 years to his wife Barbara, Bob has two sons and three grand children. He graduated from St. Edward High School, attended John Carroll University, and graduated from the Ohio Highway Patrol Police Academy. Hired by the City of Berea Police Department, he served 15 years as a patrol officer. He was then promoted and served 10 years as a detective before being named the department’s Community Relations Officer, a post he held for 10 years prior to his retirement in 2010. During his 35 years in public service, Bob founded Berea’s Block Watch program and was also instrumental in forming the city’s Safety Town. To say that Bob is retired, however, is a bit of a misnomer. Currently he is the Executive Director and founder of the Cleveland Oktoberfest, while also serving on the board of the Cuyahoga County Fairgrounds. His grandparents having both migrated from Germany, as a youth, Bob’s parents played a pivotal role in teaching him about his German heritage, culture and traditions. Some of his fondest memories are of times spent enjoying German food and music with his family at Kiefer’s Restaurant on Detroit and W. 25th. “Every holiday was filled with German traditions and food which made the holidays something very special.” As a Police officer, he worked at the Oktoberfests held by Steve Bencic at the Cuyahoga County Fairgrounds, and was saddened when the festival left Berea, only to die a slow death in Lake County. Whether he knew it or not at the time, a seed had been planted, and in 2005, with the help of volunteers from the Berea Kiwanis, Berea Rotary, and the Donauschwaben, Bob undertook the yeoman’s task of bringing the Oktoberfest back to the fairgrounds. Despite financial difficulty, a tough economy and population drain, the Cleveland Oktoberfest has over the past five years beaten the odds and grown into a world class event, where all Clevelanders can celebrate German culture and traditions. While organizing the Oktoberfest, Bob noticed that several other long-held cultural festivals in the Cleveland area were experiencing hardship due to the economy and a deteriorating urban environment-some disappearing entirely. Desiring to provide a venue where all cultures might showcase their heritage in music and dance, Bob founded the William F. Miller International Pavilion at the Oktoberfest. “It is one of the features of the Oktoberfest that I am most proud of,” said Mr. Haas. “The great city of Cleveland is comprised of so many different nationalities and cultures…. I wanted to give all of them a chance to share their customs and traditions.” And this he has done, as the Oktoberfest currently features acts representative of over 20 different ethnicities. What most impresses Mr. Haas isn’t the dramatic intra-cultural dissimilarities in geographic origin, music, cuisine, language, or traditional dress, but rather the commonalities… the thread of humanity that is woven through all cultures–the similarities of courtship and harvest dances, regardless of nationality–and the realization that despite our differences, we are all bound together by a universal need to celebrate life through music, dance, and friendship. Bob noted, “I consider it a great honor to be inducted into the International Hall of Fame and will continue to work at bringing all of Cleveland’s ethnic communities together.”"
Raj Aggarwal,2025,Asia,https://clevelandinternationalhalloffame.com/raj-aggarwal/,Stuart Muszynski,https://clevelandinternationalhalloffame.com/wp-content/uploads/2025/05/raj-aggarwal1.jpg,http://clevelandinternationalhalloffame.com/wp-content/uploads/2015/07/Cle_Int_HoF-lo-300x173.png|http://clevelandinternationalhalloffame.com/wp-content/uploads/2015/07/facebook.png|http://clevelandinternationalhalloffame.com/wp-content/uploads/2015/07/twitter.png|http://clevelandinternationalhalloffame.com/wp-content/uploads/2015/07/youtube.png|https://clevelandinternationalhalloffame.com/wp-content/uploads/2025/05/raj-aggarwal1.jpg|https://clevelandinternationalhalloffame.com/wp-content/uploads/2025/05/raj-aggarwal-award1.jpg|https://clevelandinternationalhalloffame.com/wp-content/uploads/2025/05/raj-aggarwall-stuart-muszynski-11.jpg|https://clevelandinternationalhalloffame.com/wp-content/uploads/2025/05/raj-aggarwall-stuart-muszynski-21.jpg|https://clevelandinternationalhalloffame.com/wp-content/uploads/2025/05/raj-aggarwall-stuart-muszynski-russ-mitchell1.jpg|http://clevelandinternationalhalloffame.com/wp-content/uploads/2015/07/youtube-fix.png,https://www.youtube.com/embed/DoZUzteeFMU?feature=oembed|https://www.youtube.com/results?search_query=Cleveland+International+Hall+of+Fame,DoZUzteeFMU,videos/2025_Raj_Aggarwal/2025_Raj_Aggarwal_DoZUzteeFMU.mp4,,"Raj Aggarwal, PhD, CFA Raj Aggarwal, PhD, CFA is a distinguished academic, executive, and board member with extensive experience and global recognition. He is an active civic leader. He holds a mechanical engineering degree from the Indian Institute of Technology, Delhi, an MBA and PhD in Business from Kent State University, and the Chartered Financial Analyst (CFA) designation. A graduate of Leadership Cleveland (2004), Raj has been honored with awards like the Notable Finance Leader and a Notable Immigrant Leader Awards by Crain’s and the Distinguished Alumni Award from Kent State University. Raj has served on business boards for Manco/Henkel DIY Inc., Ancora Trust Mutual Funds/Maxxus Investments (each for a quarter century), ERC, and the Flood Company. He has also been a principal in three startups and held leadership roles in many professional organizations. His executive experience includes roles at Dana Corporation and Owens-Illinois Inc., along with consulting for the UN, World Bank, Fortune 100 companies, and commercial banks. His nonprofit volunteer and board service spans organizations like Ideastream Public Media, Kent State University Foundation, Goodwill Industries, Values in Action, Hawken School, and the Cleveland Council on World Affairs. In addition, he gives philanthropic support to these and other area organizations such as the Food Bank, JCU, Western Reserve Land Conservancy, and the Cleveland Museum of Art. In terms of scholarly impact, with over 11,000 citations, according to a Stanford University study Raj is among the top 2% of scientists globally (top 1% by Research.com). A Fellow of the Academy of International Business and former Fulbright Research Scholar, he has held editor-in-chief roles in academic journals and served as a visiting scholar at the Federal Reserve Bank of Cleveland, the SEC, and the Comptroller of the Currency. Raj has been the business dean at the University of Akron and held Professor and endowed chair titles at John Carroll University, Kent State University, and the University of Akron. He has taught or held visiting professor roles at Harvard University, the University of Michigan, the University of South Carolina, the University of Hawaii, and internationally at Lund University (Sweden), IUJ (Japan), Trinity College (Ireland), Griffith University (Australia), and NUS (Singapore). Raj could not attend the ceremony so he was inducted by Values-in-Action President Stuart Muszynski who then accepted for him. Watch the video. Raj Aggarwal Cleveland International Hall of Fame award Stuart Muszynski inducts Raj Aggarwal into the Cleveland International Hall of Fame Stuart Muszynski and Russ Mitchell Congratulations Raj – We Missed You Back to the 2025 Induction Ceremony"
Erika Puussaar,2024,Europe,https://clevelandinternationalhalloffame.com/inductees/erika-puussaar/,Amb Kristjan Prikk,https://clevelandinternationalhalloffame.com/wp-content/uploads/2024/01/erika-puussaar-500.jpg,http://clevelandinternationalhalloffame.com/wp-content/uploads/2015/07/Cle_Int_HoF-lo-300x173.png|http://clevelandinternationalhalloffame.com/wp-content/uploads/2015/07/facebook.png|http://clevelandinternationalhalloffame.com/wp-content/uploads/2015/07/twitter.png|http://clevelandinternationalhalloffame.com/wp-content/uploads/2015/07/youtube.png|https://clevelandinternationalhalloffame.com/wp-content/uploads/2024/01/erika-puussaar-500.jpg|https://clevelandinternationalhalloffame.com/wp-content/uploads/2024/01/erika-puussaar-speak1.jpg|https://clevelandinternationalhalloffame.com/wp-content/uploads/2024/01/erika-puussaar-award1.jpg|https://www.clevelandpeople.com/images/hof/hof-2024/s-estonian-introduced-2.jpg|https://www.clevelandpeople.com/images/hof/hof-2024/s-estonian-introduced.jpg|https://www.clevelandpeople.com/images/hof/hof-2024/s-estonian-ambassador-2.jpg|https://www.clevelandpeople.com/images/hof/hof-2024/s-estonian-amb-m3.jpg|https://www.clevelandpeople.com/images/hof/hof-2024/s-estonian-amb-erika-m2.jpg|https://www.clevelandpeople.com/images/hof/hof-2024/s-erika-estonian-ambassador-2.jpg|https://www.clevelandpeople.com/images/hof/hof-2024/s-erika-estonian-ambassador-3.jpg|https://www.clevelandpeople.com/images/hof/hof-2024/s-erika-m4.jpg|https://www.clevelandpeople.com/images/hof/hof-2024/s-erika-m1.jpg|https://www.clevelandpeople.com/images/hof/hof-2024/s-erika-m3.jpg|https://www.clevelandpeople.com/images/hof/hof-2024/s-erika-puussaar-1.jpg|https://www.clevelandpeople.com/images/hof/hof-2024/s-erika-puussaar-2.jpg|https://www.clevelandpeople.com/images/hof/hof-2024/s-erika-m-russ.jpg|https://www.clevelandpeople.com/images/hof/hof-2024/p-estonians.jpg|https://www.clevelandpeople.com/images/hof/hof-2024/p-erika-at-table.jpg|https://www.clevelandpeople.com/images/hof/hof-2024/p-erika-friends.jpg|https://www.clevelandpeople.com/images/hof/hof-2024/p-estonian-ukraine.jpg|https://www.clevelandpeople.com/images/hof/hof-2024/p-erika-samy-tanious.jpg|https://www.clevelandpeople.com/images/hof/hof-2024/p-blaine-griffin-kristjan-prikk.jpg|https://www.clevelandpeople.com/images/hof/hof-2024/p-alenka-ambassador-ingrida.jpg|https://www.clevelandpeople.com/images/hof/hof-2024/people-erika-pierre.jpg|https://www.clevelandpeople.com/images/hof/hof-2024/p-marta-estonian-amb.jpg|https://www.clevelandpeople.com/images/hof/hof-2024/p-ukraine-estonia-dan-russ-ingrida.jpg|https://www.clevelandpeople.com/images/hof/hof-2024/fb-erika-oanh.jpg|http://clevelandinternationalhalloffame.com/wp-content/uploads/2015/07/youtube-fix.png,https://www.youtube.com/embed/P34omi5XUiY?feature=oembed|https://www.youtube.com/results?search_query=Cleveland+International+Hall+of+Fame,P34omi5XUiY,videos/2024_Erika_Puussaar/2024_Erika_Puussaar_P34omi5XUiY.mp4,,"Erika Puussaar Erika Kikut Puussaar was born in a small village named Vandra in central Estonia. Artur and Elmire Kikut, along with their children Silva, Aksi, and Erika (Villi born later) escaped their homeland to avoid Soviet occupation. After many tumultuous events while escaping, they were finally united with an Estonian Displaced Person’s camp in Germany. The next procedure was the desire to immigrate to the USA. To immigrate, their family of six had to obtain a guarantee of support from an American sponsor. Due to their large family, we had to wait in line for seven years to get that sponsor. Erika says, “When our ship arrived in New York and I saw the Statue of Liberty, I realized a dream come true! We first settled in Detroit, Michigan and then Ann Arbor. After many years of being a vagabond, we finally were homeowners!” The Kikut children attended the Ann Arbor public schools. Erika graduated from Pioneer High School and then from Northern Michigan University. In between those years, she was married to Aavo Puussaar (another Estonian). They were married for 54 years when he passed away. They had one son, Martin, who is now deceased. Erika earned a master’s degree from Cleveland State University. She had the great joy of being an elementary teacher in Wickliffe, OH for thirty years and was honored as “Teacher of the Year” in 1988. She is an active member of Faith Lutheran Church in Mentor, Ohio and school board member at Our Shepherd Lutheran School in Painesville. Erika says, “As has been proven in my case, education is one steppingstone to opportunity. Being of service to others is my highest priority. After all, I was coached by many mentors to navigate through unfamiliar waters. I was raised by a strong family, as well as boiled potatoes and herring!” Among her many activities and accomplishments, Erika has served as President of the Estonian Cultural Garden and has helped maintain the garden for over 50 years. She helps celebrate Estonian Victory Day and Jaanipaeva every June in the Garden. Erika Puussaar speaking in the Estonian Cultural Garden Erika is Past Vice President/Board member of the Cleveland Cultural Gardens and Vice President of the Baltic American Committee Greater Cleveland Area. She helped organize an annual Ecumenical Prayer Service in remembrance of the deportations to Siberia of the Baltic peoples. Erika was honored with the Freedom Award from the American Nationalities Movement which was formed for the purpose of uniting all the nationalities in the United States in the goal to educate, advocate and represent their interests of all the diverse ethnic groups to the public and mostly to the political leaders of the United States. Judge Ralph Perk Jr., Irene Morrow and Erika Puussaar Erika continues to support the local Estonian communities’ activities as well as keeping informed of conditions in her homeland. She says, “I take great pleasure in watching my two grandchildren, Sam Puussaar and Elmire (Emmi) Puussaar thrive. As always, working in my precious flower garden brings me both happiness and peace!” The April 23, 2024 induction event at Windows on the River was a sell out with 500 people in attendance. Erika Puussaar was inducted into the Cleveland International Hall of Fame by Estonia´s Ambassador to the United States Mr. Kristjan Prikk . Before assuming his current duties, Ambassador Prikk served for nearly three years as the Permanent Secretary of the Estonian Ministry of Defense. Ambassador Prikk performed his required military service in the Estonian Defense Forces, where he remains a reserve officer, and has been decorated with the Order of the White Star by the President of the Republic of Estonia, the Cross of Merit of the Ministry of Defense of Estonia, as well as other decorations. Here is the video of entire Cleveland International Hall of Fame ceremony. You can jump to about 1:17:44 to watch Erika Puussaar being inducted by Ambassador Prikk. Enjoy these images of Erika Puussaar from the Cleveland International Hall of Fame induction ceremony. Estonian Ambassador Kristjan Prikk being introduced Estonian Ambassador Kristjan Prikk Erika Puussaar receives award from Estonian Ambassador Kristjan Prikk Erika Puussaar giving acceptance speech MC Russ Mitchell lends a hand to Erika Puussaar Erika Puussaar with Estonian Ambassador and friends Erika Puussaar table Ukrainian leaders Marta Kelleher and Dr. George Jaskiw with Estonian Ambassador Kristjan Prikk Erika Puussaar with Egyptian Garden delegate Samy Tanious Cleveland City Council President Blaine Griffin with Estonian Ambassador Kristkan Prikk Slovenian Consul General Alenka Jerak, Estonian Ambassador Kristjan Prikk and Honorary Consul of Lithuania Ingrida Bublys Erika Puussaar with 2023 inductee Pierre Bejjani Ukrainian leader Marta Kelleher with Estonian Ambassador Kristjan Prikk Ukrainian leaders Dr. George Jaskiw and Marta Kelleher Dan Hanson, Ambassador Kristjan Prikk, Russ Mitchell and Honorary Lithuanian Consul Ingrida Bublys Erika Puussaar and Oanh Loi-Powell Congratulations Erika!"
David Gilbert,2025,North America,https://clevelandinternationalhalloffame.com/david-gilbert/,Joe Cimperman,https://clevelandinternationalhalloffame.com/wp-content/uploads/2025/05/david-gilbert1.jpg,http://clevelandinternationalhalloffame.com/wp-content/uploads/2015/07/Cle_Int_HoF-lo-300x173.png|http://clevelandinternationalhalloffame.com/wp-content/uploads/2015/07/facebook.png|http://clevelandinternationalhalloffame.com/wp-content/uploads/2015/07/twitter.png|http://clevelandinternationalhalloffame.com/wp-content/uploads/2015/07/youtube.png|https://clevelandinternationalhalloffame.com/wp-content/uploads/2025/05/david-gilbert1.jpg|https://clevelandinternationalhalloffame.com/wp-content/uploads/2025/05/david-gilbert-induction-class-picture1.jpg|https://clevelandinternationalhalloffame.com/wp-content/uploads/2025/05/david-gilbert-induction-21.jpg|https://clevelandinternationalhalloffame.com/wp-content/uploads/2025/05/david-gilbert-induction-31.jpg|https://clevelandinternationalhalloffame.com/wp-content/uploads/2025/05/david-gilbert-induction-51.jpg|https://clevelandinternationalhalloffame.com/wp-content/uploads/2025/05/david-gilbert-induction-101.jpg|https://clevelandinternationalhalloffame.com/wp-content/uploads/2025/05/david-gilbert-induction-61.jpg|https://clevelandinternationalhalloffame.com/wp-content/uploads/2025/05/david-gilbert-induction-71.jpg|https://clevelandinternationalhalloffame.com/wp-content/uploads/2025/05/david-gilbert-induction-91.jpg|https://clevelandinternationalhalloffame.com/wp-content/uploads/2025/05/david-gilbert-induction-121.jpg|https://clevelandinternationalhalloffame.com/wp-content/uploads/2025/05/david-gilbert-blaine-griffin1.jpg|https://clevelandinternationalhalloffame.com/wp-content/uploads/2025/05/ingrida-cihf-21.jpg|https://clevelandinternationalhalloffame.com/wp-content/uploads/2025/05/david-gilbert-wife-table1.jpg|https://clevelandinternationalhalloffame.com/wp-content/uploads/2025/05/david-gilbert-seat-21.jpg|https://clevelandinternationalhalloffame.com/wp-content/uploads/2025/05/ingrida-cihf-11.jpg|https://clevelandinternationalhalloffame.com/wp-content/uploads/2025/05/jackson-gilbert-blaine1.jpg|https://clevelandinternationalhalloffame.com/wp-content/uploads/2025/05/david-gilbert-induction-111.jpg|https://clevelandinternationalhalloffame.com/wp-content/uploads/2025/05/class-picture1.jpg|https://clevelandinternationalhalloffame.com/wp-content/uploads/2025/05/david-gilbert-award1.jpg|http://clevelandinternationalhalloffame.com/wp-content/uploads/2015/07/youtube-fix.png,https://www.youtube.com/embed/XeheG0iGICs?feature=oembed|https://www.youtube.com/results?search_query=Cleveland+International+Hall+of+Fame,XeheG0iGICs,videos/2025_David_Gilbert/2025_David_Gilbert_XeheG0iGICs.mp4,,"David Gilbert David Gilbert serves as president and CEO of Greater Cleveland Sports Commission (GCSC), an organization dedicated to making Greater Cleveland the nation’s foremost destination for amateur sporting events and activities, and Destination Cleveland, the region’s destination marketing and management organization. He re-established the Sports Commission in 2000 and assumed his role with Destination Cleveland in 2011. David also served as the president and CEO of the Cleveland 2016 Host Committee for the Republican National Convention. GCSC attracts, creates, manages and enhances significant sporting and competitive events. Since 2000, the organization has attracted over 260 events including the NFL Draft, MLB All-Star Game, NBA All-Star Weekend and NCAA Women’s Final Four. These events have contributed $1 billion in local economic impact. David leads the Destination Cleveland team to carry out the organization’s mission of stimulating economic growth by attracting people and connecting them to experiences that illustrate Cleveland’s diversity, creativity, and contagious passion. Under his leadership, efforts to promote Cleveland as an exciting, vibrant destination have contributed to 20% visitation growth and a 40% increase in visitor-generated direct sales since 2011. Additionally, Cuyahoga County’s annual visitation growth rate has consistently outpaced the domestic visitation growth rate during his tenure. David is an ambassador for Cleveland around the globe. He led the effort to attract some of the largest international events in Cleveland’s history: the 2004 International Children’s Games, 2014 Gay Games and 2024 Pan Am Masters Games. Both the Children’s Games and the Pan-Am Masters Games were held in the United States for the first time because of David’s advocacy, with each event serving as a platform to engage, highlight and coalesce Cleveland’s international communities. Following Cleveland’s successful hosting of the 2004 Children’s Games, he served 17 years on the board and executive committee of International Children’s Games organization. He was the only Board member from the United States – proudly representing Cleveland. David also dedicates his time to several organizations. He serves as Chair of the North Coast Waterfront Development Corporation Board and as a member of the Rock & Roll Hall of Fame, Huntington Convention Center of Cleveland, and many other local and national organization Boards of Directors. David earned a bachelor’s degree in marketing from The Ohio State University and an MBA from Cleveland State University. He holds an honorary doctorate from Baldwin-Wallace University. David Gilbert was inducted by Global Cleveland CEO Joe Cimperman Watch the video of the speeches. David Gilbert inducted into Cleveland International Hall of Fame Joe Cimperman inducts David Gilbert David Gilbert and Joe Cimperman David Gilbert Cleveland International Hall of Fame acceptance speech Faith and David Gilbert David Gilbert and Blaine Griffin Larry Miller, David Gilbert, Ingrida Bublys, Mayor Frank Jackson, Gia Hoa Ryan, Svetlana Stolyarova David Gilbert, Ingrida Bublys and Mayor Frank Jackson Mayor Frank Jackson, David Gilbert and Blaine Griffin Cleveland International Hall of Fame 2025 Class Congratulations David Back to the 2025 Induction Ceremony"
